subj,exp_id,ses_id,marker,object,timestamp,K
001,1,1,None,None,0.049081,-0.151309
001,1,1,None,None,0.081878,0.213791
001,1,1,None,None,0.147614,0.726725
001,1,1,None,None,0.262677,-0.091712
001,1,1,None,None,0.311934,-3.286575
001,1,1,None,None,0.459770,-0.070808
001,1,1,None,None,0.492694,1.252129
001,1,1,None,None,0.640506,-2.369565
001,1,1,None,None,0.854130,3.023995
001,1,1,None,None,1.116978,0.798901
001,1,1,None,None,1.215540,1.142218
001,1,1,None,None,1.346970,-2.622933
001,1,1,None,None,1.527654,1.283887
001,1,1,None,None,1.708336,-0.097462
001,1,1,None,None,1.790525,-0.282546
001,1,1,None,None,1.856154,-0.038945
001,1,1,None,None,1.905488,-0.306152
001,1,1,None,None,1.954745,-0.335557
001,1,1,None,None,2.036959,-0.212496
001,1,1,None,None,2.069728,-2.885334
001,1,1,None,None,2.217644,-0.430303
001,1,1,None,None,2.283237,1.074893
001,1,1,None,None,2.414821,1.113475
001,1,1,None,None,2.546177,1.291881
001,1,1,None,None,2.973404,-0.187838
001,1,1,None,None,3.006212,0.532655
001,1,1,None,None,3.104841,-0.209198
001,1,1,None,None,3.269130,-0.562166
001,1,1,None,None,3.351254,-0.562166
006,1,1,None,None,0.049635,-0.025061
006,1,1,None,None,0.082561,1.052662
006,1,1,None,None,0.312527,-0.029337
006,1,1,None,None,0.394568,-1.390904
006,1,1,None,None,0.788635,-0.209037
006,1,1,None,None,0.871101,-0.111887
006,1,1,None,None,0.919800,0.098837
006,1,1,None,None,0.985771,0.004368
006,1,1,None,None,1.051303,-0.000381
006,1,1,None,None,1.133642,-0.657771
006,1,1,None,None,1.232456,-0.001113
006,1,1,None,None,1.298134,0.620012
006,1,1,None,None,1.495203,0.334487
006,1,1,None,None,1.577485,-3.056826
006,1,1,None,None,1.725212,-0.125665
006,1,1,None,None,2.333096,-0.128052
006,1,1,None,None,2.366079,-0.043281
006,1,1,None,None,2.431842,0.013911
006,1,1,None,None,2.481136,0.233111
006,1,1,None,None,2.562886,0.748343
006,1,1,None,None,2.924679,-0.025626
006,1,1,None,None,2.973461,0.149388
006,1,1,None,None,3.056074,0.916061
006,1,1,None,None,3.301865,0.021995
006,1,1,None,None,3.367814,-0.625055
006,1,1,None,None,3.483284,1.183419
006,1,1,None,None,3.745697,1.496483
006,1,1,None,None,4.633380,0.098806
006,1,1,None,None,4.682416,0.031192
006,1,1,None,None,4.714964,0.031192
005,1,1,None,None,0.163969,-0.098457
005,1,1,None,None,0.196810,-0.311504
005,1,1,None,None,0.574645,-0.031679
005,1,1,None,None,0.656774,-0.403680
005,1,1,None,None,0.755365,-1.094206
005,1,1,None,None,0.853881,-0.363300
005,1,1,None,None,0.903167,2.025924
005,1,1,None,None,1.166083,-0.811686
005,1,1,None,None,1.231893,-0.187902
005,1,1,None,None,1.281101,-0.858439
005,1,1,None,None,1.363227,0.538740
005,1,1,None,None,1.461790,0.413179
005,1,1,None,None,1.543914,-0.460214
005,1,1,None,None,1.576792,0.365722
005,1,1,None,None,1.675397,-0.244305
005,1,1,None,None,1.724668,-0.303449
005,1,1,None,None,1.773874,1.169715
005,1,1,None,None,1.872524,1.214270
005,1,1,None,None,1.971164,0.587533
005,1,1,None,None,2.069734,0.234935
005,1,1,None,None,2.184662,-0.755047
005,1,1,None,None,2.250314,-3.539413
005,1,1,None,None,2.431059,-0.243125
005,1,1,None,None,2.464017,1.271876
005,1,1,None,None,2.661166,0.256129
005,1,1,None,None,2.710312,-3.772090
005,1,1,None,None,2.923991,2.145692
005,1,1,None,None,3.104679,-0.035199
005,1,1,None,None,3.170311,-0.342091
005,1,1,None,None,3.252586,2.246535
005,1,1,None,None,3.416785,-1.793256
005,1,1,None,None,3.827477,-0.571338
005,1,1,None,None,3.860355,1.676838
005,1,1,None,None,3.991795,0.439284
005,1,1,None,None,4.057545,1.164275
005,1,1,None,None,4.156043,-0.232265
005,1,1,None,None,4.188948,-0.778427
005,1,1,None,None,4.336736,1.328114
005,1,1,None,None,4.484639,1.099419
005,1,1,None,None,4.583275,-0.545802
005,1,1,None,None,4.648933,-0.545802
002,1,1,None,None,0.049025,-1.430380
002,1,1,None,None,0.130872,1.620233
002,1,1,None,None,0.377903,0.834100
002,1,1,None,None,0.509377,-5.707578
002,1,1,None,None,0.821081,-0.199774
002,1,1,None,None,0.854089,-0.185835
002,1,1,None,None,0.919794,1.669306
002,1,1,None,None,1.117254,-0.320693
002,1,1,None,None,2.102692,-1.527925
002,1,1,None,None,2.184977,-0.683974
002,1,1,None,None,2.250744,-0.100974
002,1,1,None,None,2.299948,2.261781
002,1,1,None,None,2.579136,-0.284868
002,1,1,None,None,2.660939,2.100669
002,1,1,None,None,2.891450,1.756042
002,1,1,None,None,3.104838,-0.075581
002,1,1,None,None,3.170608,0.408123
002,1,1,None,None,3.269271,1.911403
002,1,1,None,None,3.548252,-0.604866
002,1,1,None,None,3.646668,0.493384
002,1,1,None,None,3.761962,-0.794306
002,1,1,None,None,3.844324,0.730498
002,1,1,None,None,4.041033,-0.547826
002,1,1,None,None,4.090727,1.617372
002,1,1,None,None,4.385979,-1.506736
002,1,1,None,None,4.435793,-0.847164
002,1,1,None,None,4.517688,-0.901344
002,1,1,None,None,4.616296,1.215830
002,1,1,None,None,4.763812,-0.020963
002,1,1,None,None,4.813114,-0.020963
008,1,1,None,None,0.082148,-0.297310
008,1,1,None,None,0.180909,-3.055005
008,1,1,None,None,0.476627,-0.092168
008,1,1,None,None,0.509315,1.279551
008,1,1,None,None,1.166440,2.472870
008,1,1,None,None,2.382179,-0.283667
008,1,1,None,None,2.480817,-0.152821
008,1,1,None,None,2.530212,-0.097285
008,1,1,None,None,2.595539,0.001336
008,1,1,None,None,2.694259,-0.682687
008,1,1,None,None,3.236528,-1.281159
008,1,1,None,None,3.532112,2.903707
008,1,1,None,None,4.780546,2.903707
009,1,1,None,None,0.230457,-0.726394
009,1,1,None,None,0.312664,1.443227
009,1,1,None,None,0.427488,0.108389
009,1,1,None,None,0.460372,-3.176434
009,1,1,None,None,0.640698,0.222163
009,1,1,None,None,0.821913,-0.005629
009,1,1,None,None,0.870776,0.746968
009,1,1,None,None,0.986055,-2.041432
009,1,1,None,None,1.429806,-0.426975
009,1,1,None,None,1.511847,0.217598
009,1,1,None,None,1.577104,1.621846
009,1,1,None,None,1.741508,-3.395586
009,1,1,None,None,1.922612,4.132436
009,1,1,None,None,2.300066,-0.452494
009,1,1,None,None,2.382677,3.750134
009,1,1,None,None,2.645448,-0.418154
009,1,1,None,None,2.907722,1.040421
009,1,1,None,None,3.072225,-0.660015
009,1,1,None,None,3.220358,0.676294
009,1,1,None,None,3.286241,0.932285
009,1,1,None,None,3.368122,0.410198
009,1,1,None,None,3.417360,-0.118208
009,1,1,None,None,3.482997,0.040303
009,1,1,None,None,3.647428,-1.435330
009,1,1,None,None,3.893977,0.530410
009,1,1,None,None,3.992181,0.423755
009,1,1,None,None,4.041465,-1.645909
009,1,1,None,None,4.189561,1.230281
009,1,1,None,None,4.287848,-2.373659
009,1,1,None,None,4.436179,-0.223357
009,1,1,None,None,4.501530,0.077758
009,1,1,None,None,4.583886,-0.176528
009,1,1,None,None,4.632771,0.056871
009,1,1,None,None,4.764455,0.202341
009,1,1,None,None,4.797281,0.202341
003,1,1,None,None,0.049784,-0.259484
003,1,1,None,None,0.082655,-2.513597
003,1,1,None,None,0.444052,-0.171685
003,1,1,None,None,0.493097,0.981027
003,1,1,None,None,1.068295,0.679125
003,1,1,None,None,1.330927,3.288686
003,1,1,None,None,1.971473,-2.944746
003,1,1,None,None,2.087059,-0.329117
003,1,1,None,None,2.119116,-0.721050
003,1,1,None,None,2.283770,1.967579
003,1,1,None,None,2.727448,-0.282369
003,1,1,None,None,2.793246,0.219146
003,1,1,None,None,3.006286,1.030586
003,1,1,None,None,3.302597,-0.175762
003,1,1,None,None,3.417258,-0.175762
004,1,1,None,None,0.049101,-0.308752
004,1,1,None,None,0.081967,-1.972327
004,1,1,None,None,0.394295,-0.465636
004,1,1,None,None,0.492735,-3.354319
004,1,1,None,None,0.624159,-0.211721
004,1,1,None,None,0.673383,-2.998863
004,1,1,None,None,0.854064,1.609079
004,1,1,None,None,1.067703,-2.993653
004,1,1,None,None,1.314218,3.224171
004,1,1,None,None,1.806953,-0.029526
004,1,1,None,None,1.856329,-0.366833
004,1,1,None,None,2.332739,0.026681
004,1,1,None,None,2.414693,2.326215
004,1,1,None,None,2.710511,0.327077
004,1,1,None,None,2.841984,0.816495
004,1,1,None,None,3.006190,-0.622628
004,1,1,None,None,3.104882,-0.032733
004,1,1,None,None,3.170518,0.503244
004,1,1,None,None,3.285535,-0.231461
004,1,1,None,None,3.367777,-0.257366
004,1,1,None,None,3.466158,2.474961
004,1,1,None,None,3.778249,1.758933
004,1,1,None,None,4.024808,0.509080
004,1,1,None,None,4.189097,1.622721
004,1,1,None,None,4.435613,-0.067089
004,1,1,None,None,4.501326,-0.339147
004,1,1,None,None,4.599841,-0.114899
004,1,1,None,None,4.649125,-0.114899
007,1,1,None,None,0.049643,-0.116118
007,1,1,None,None,0.082066,-1.525284
007,1,1,None,None,0.624485,-3.294877
007,1,1,None,None,0.920373,-0.116670
007,1,1,None,None,0.952914,0.107868
007,1,1,None,None,1.018995,-3.267692
007,1,1,None,None,1.314283,-0.251401
007,1,1,None,None,1.347176,0.751480
007,1,1,None,None,1.544609,2.757632
007,1,1,None,None,2.004503,1.607484
007,1,1,None,None,2.316552,0.882947
007,1,1,None,None,2.480700,1.329513
007,1,1,None,None,2.727257,-0.555522
007,1,1,None,None,2.842321,-0.473572
007,1,1,None,None,2.924232,-0.106509
007,1,1,None,None,2.973936,0.062992
007,1,1,None,None,3.039489,-0.275960
007,1,1,None,None,3.138183,-0.652939
007,1,1,None,None,3.236525,-0.154434
007,1,1,None,None,3.384456,0.432764
007,1,1,None,None,3.532249,-0.211647
007,1,1,None,None,3.630726,0.163115
007,1,1,None,None,3.762493,3.647761
007,1,1,None,None,4.271558,3.647761
018,1,1,None,None,0.049491,0.148220
018,1,1,None,None,0.082445,-0.353755
018,1,1,None,None,0.295862,0.337278
018,1,1,None,None,0.361428,-2.458188
018,1,1,None,None,0.493157,-0.006961
018,1,1,None,None,0.640979,0.280685
018,1,1,None,None,0.706618,-2.321906
018,1,1,None,None,0.952875,0.044169
018,1,1,None,None,1.018657,-2.852393
018,1,1,None,None,1.298168,0.248041
018,1,1,None,None,1.330810,4.509557
018,1,1,None,None,2.957363,1.592090
018,1,1,None,None,3.548894,0.454407
018,1,1,None,None,3.877480,-0.059295
018,1,1,None,None,4.025135,-0.302059
018,1,1,None,None,4.353309,0.058478
018,1,1,None,None,4.485094,-0.114078
018,1,1,None,None,4.550619,1.233599
018,1,1,None,None,4.945288,1.233599
012,1,1,None,None,0.082128,2.804143
012,1,1,None,None,0.164178,-4.224971
012,1,1,None,None,0.361359,-0.966287
012,1,1,None,None,0.476503,-0.316851
012,1,1,None,None,0.574961,-1.197506
012,1,1,None,None,0.722848,-5.752653
012,1,1,None,None,0.854266,-0.383038
012,1,1,None,None,0.952822,-0.202389
012,1,1,None,None,1.067724,-0.290271
012,1,1,None,None,1.149984,0.805490
012,1,1,None,None,1.215708,2.718936
012,1,1,None,None,1.412707,4.387494
012,1,1,None,None,1.593587,2.683081
012,1,1,None,None,1.675673,-0.086059
012,1,1,None,None,1.757929,0.209051
012,1,1,None,None,1.790756,0.367897
012,1,1,None,None,1.889261,1.871116
012,1,1,None,None,1.954935,-0.886313
012,1,1,None,None,2.086379,1.545845
012,1,1,None,None,2.184999,0.340606
012,1,1,None,None,2.267085,-0.575837
012,1,1,None,None,2.316396,0.995152
012,1,1,None,None,2.398570,-0.047898
012,1,1,None,None,2.546431,-0.688151
012,1,1,None,None,2.612085,0.118496
012,1,1,None,None,2.677858,-0.371306
012,1,1,None,None,2.727052,0.944124
012,1,1,None,None,2.842121,-0.515023
012,1,1,None,None,2.907783,-0.635998
012,1,1,None,None,2.989788,1.944093
012,1,1,None,None,3.121268,-0.533239
012,1,1,None,None,3.187097,0.017240
012,1,1,None,None,3.384217,1.170821
012,1,1,None,None,3.466344,-1.510662
012,1,1,None,None,3.597815,-0.589348
012,1,1,None,None,3.745665,0.421546
012,1,1,None,None,3.860697,-0.389131
012,1,1,None,None,3.893532,0.657569
012,1,1,None,None,4.008515,1.072584
012,1,1,None,None,4.139992,-0.383822
012,1,1,None,None,4.222086,-0.665542
012,1,1,None,None,4.287718,-0.674564
012,1,1,None,None,4.353528,-0.223714
012,1,1,None,None,4.402662,-0.377538
012,1,1,None,None,4.468435,-0.527191
012,1,1,None,None,4.534235,-0.679365
012,1,1,None,None,4.599853,-0.542380
012,1,1,None,None,4.682092,-0.202822
012,1,1,None,None,4.764106,-0.202822
015,1,1,None,None,0.049263,-0.083291
015,1,1,None,None,0.082052,-0.145526
015,1,1,None,None,0.197109,-1.199666
015,1,1,None,None,0.328562,-0.305695
015,1,1,None,None,0.443468,0.550287
015,1,1,None,None,0.591351,-2.509116
015,1,1,None,None,1.412819,-2.435755
015,1,1,None,None,1.626367,0.309926
015,1,1,None,None,1.659295,0.371247
015,1,1,None,None,1.839854,1.077306
015,1,1,None,None,2.283337,3.781994
015,1,1,None,None,4.501381,1.032126
015,1,1,None,None,4.944885,1.032126
016,1,1,None,None,0.049002,0.000114
016,1,1,None,None,0.082237,-2.104158
016,1,1,None,None,0.312092,-2.091619
016,1,1,None,None,0.936564,-0.259455
016,1,1,None,None,1.018501,-0.009742
016,1,1,None,None,1.084245,0.442312
016,1,1,None,None,1.231740,2.546193
016,1,1,None,None,1.938454,-0.060108
016,1,1,None,None,2.004177,-0.192495
016,1,1,None,None,2.086538,0.495649
016,1,1,None,None,2.349372,0.436084
016,1,1,None,None,2.513340,-2.584011
016,1,1,None,None,2.628596,0.063978
016,1,1,None,None,2.661343,-1.703731
016,1,1,None,None,3.121454,-0.124032
016,1,1,None,None,3.154025,2.521971
016,1,1,None,None,3.926133,-0.058556
016,1,1,None,None,4.024521,3.313527
016,1,1,None,None,4.944847,3.313527
011,1,1,None,None,0.049450,-0.206906
011,1,1,None,None,0.099161,0.492443
011,1,1,None,None,0.328691,0.008684
011,1,1,None,None,0.361834,-3.289244
011,1,1,None,None,0.723374,-2.217571
011,1,1,None,None,1.166212,-0.008263
011,1,1,None,None,1.199155,-2.836016
011,1,1,None,None,1.610445,-0.154031
011,1,1,None,None,1.643273,1.994006
011,1,1,None,None,2.086958,-0.011243
011,1,1,None,None,2.119683,1.292229
011,1,1,None,None,2.464477,-0.416884
011,1,1,None,None,2.529915,-0.599079
011,1,1,None,None,2.678373,0.098002
011,1,1,None,None,2.760334,-0.364631
011,1,1,None,None,3.056148,0.925914
011,1,1,None,None,3.318703,-0.491233
011,1,1,None,None,3.466951,3.400405
011,1,1,None,None,4.140458,0.197207
011,1,1,None,None,4.222449,2.844868
011,1,1,None,None,4.780702,2.844868
010,1,1,None,None,0.048905,-0.021616
010,1,1,None,None,0.081971,1.698444
010,1,1,None,None,0.574672,-0.908836
010,1,1,None,None,0.706040,-0.167567
010,1,1,None,None,0.739259,-0.329138
010,1,1,None,None,0.772082,-0.382653
010,1,1,None,None,0.903637,-0.132060
010,1,1,None,None,0.952748,0.293645
010,1,1,None,None,1.035032,-2.479161
010,1,1,None,None,1.330549,3.347796
010,1,1,None,None,1.626146,-2.170233
010,1,1,None,None,1.955038,0.210365
010,1,1,None,None,2.020306,0.792330
010,1,1,None,None,2.217592,1.995983
010,1,1,None,None,2.447866,-1.777564
010,1,1,None,None,2.710374,0.009120
010,1,1,None,None,2.759511,0.594345
010,1,1,None,None,2.874805,0.939190
010,1,1,None,None,3.055451,0.579496
010,1,1,None,None,3.219851,-0.245460
010,1,1,None,None,3.252724,1.405258
010,1,1,None,None,3.416638,-0.165279
010,1,1,None,None,3.482782,0.242935
010,1,1,None,None,3.564540,-0.138387
010,1,1,None,None,3.613801,-1.056819
010,1,1,None,None,3.712377,-1.096777
010,1,1,None,None,3.794497,0.223610
010,1,1,None,None,3.893179,-0.764965
010,1,1,None,None,4.090609,-0.136952
010,1,1,None,None,4.123596,0.402488
010,1,1,None,None,4.205869,0.402488
017,1,1,None,None,0.049308,-0.465379
017,1,1,None,None,0.148317,-1.495445
017,1,1,None,None,0.279472,-0.289081
017,1,1,None,None,0.328939,0.277973
017,1,1,None,None,0.410921,-0.040020
017,1,1,None,None,0.492775,-0.066450
017,1,1,None,None,0.574750,-3.704152
017,1,1,None,None,0.837974,-0.031966
017,1,1,None,None,0.953313,-3.482186
017,1,1,None,None,1.232206,0.250753
017,1,1,None,None,1.429592,1.692539
017,1,1,None,None,1.643021,-0.116687
017,1,1,None,None,1.692488,0.656397
017,1,1,None,None,1.856312,-0.517657
017,1,1,None,None,1.955072,-0.611479
017,1,1,None,None,2.037283,-0.204627
017,1,1,None,None,2.103052,0.528964
017,1,1,None,None,2.217633,1.577782
017,1,1,None,None,2.480976,-0.235302
017,1,1,None,None,2.595759,-0.096839
017,1,1,None,None,2.661441,0.471423
017,1,1,None,None,2.825522,4.912260
017,1,1,None,None,3.318641,2.111402
017,1,1,None,None,3.548747,-2.115121
017,1,1,None,None,3.926675,-0.109506
017,1,1,None,None,3.959203,-0.394653
017,1,1,None,None,4.057647,-0.476612
017,1,1,None,None,4.139777,-0.093212
017,1,1,None,None,4.238527,2.075120
017,1,1,None,None,4.485251,-0.155037
017,1,1,None,None,4.682424,-0.159259
017,1,1,None,None,4.764477,1.023579
017,1,1,None,None,4.928782,1.023579
014,1,1,None,None,0.049187,0.053695
014,1,1,None,None,0.082077,2.660455
014,1,1,None,None,0.854263,0.298248
014,1,1,None,None,1.034974,-0.191285
014,1,1,None,None,1.117016,0.597305
014,1,1,None,None,1.199252,-4.196013
014,1,1,None,None,2.759899,-1.920843
014,1,1,None,None,2.858487,0.770276
014,1,1,None,None,3.022832,0.113937
014,1,1,None,None,3.088406,-0.714574
014,1,1,None,None,3.203469,0.679235
014,1,1,None,None,3.334956,0.487275
014,1,1,None,None,3.417082,1.314994
014,1,1,None,None,3.614306,-1.450695
014,1,1,None,None,3.712781,-0.043461
014,1,1,None,None,3.794843,-0.046119
014,1,1,None,None,3.877086,1.628250
014,1,1,None,None,4.156375,-0.436169
014,1,1,None,None,4.254837,0.399631
014,1,1,None,None,4.337085,0.297328
014,1,1,None,None,4.419240,-0.510280
014,1,1,None,None,4.517797,-0.702728
014,1,1,None,None,4.599916,-0.282457
014,1,1,None,None,4.698530,-0.390145
014,1,1,None,None,4.780603,-0.390145
013,1,1,None,None,0.049082,0.131748
013,1,1,None,None,0.081985,-0.999239
013,1,1,None,None,0.509187,0.111101
013,1,1,None,None,0.542097,0.172059
013,1,1,None,None,1.494985,-3.825407
013,1,1,None,None,1.839848,0.194743
013,1,1,None,None,1.872707,2.764170
013,1,1,None,None,2.792724,-0.127047
013,1,1,None,None,2.841959,-0.258989
013,1,1,None,None,2.940563,-0.290867
013,1,1,None,None,3.006272,-0.335831
013,1,1,None,None,3.104889,-0.636284
013,1,1,None,None,3.219884,-0.319346
013,1,1,None,None,3.285557,-0.257429
013,1,1,None,None,3.351386,-0.009481
013,1,1,None,None,3.417065,0.084891
013,1,1,None,None,3.499132,-0.033951
013,1,1,None,None,3.663454,-0.290781
013,1,1,None,None,3.811248,0.107824
013,1,1,None,None,3.877023,2.738374
013,1,1,None,None,4.501316,1.111207
013,1,1,None,None,4.879145,0.520772
013,1,1,None,None,4.977709,0.520772
